Longitude,Latitude,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating text,Votes,Complexity_Score,Order_Item_Count,Active_Orders_In_Kitchen,Actual_KPT_Minutes,Day_of_Week_Weekday,Day_of_Week_Weekend,Time_Slot_Dinner_Peak,Time_Slot_Lunch_Peak,Time_Slot_Morning,Time_Slot_Tea_Time,Weather_Condition_Clear,Weather_Condition_Rainy,Weather_Condition_Stormy
77.0641366,28.4679257,1200,1,0,0,0,3,4.7,1,69,2,8,0,38.45,1,0,0,1,0,0,1,0,0
77.0626075,28.4682268,1500,1,0,0,0,3,4.8,1,245,2,5,9,39.76,0,1,0,1,0,0,1,0,0
77.0633573,28.4691662,1500,1,0,0,0,3,4.8,1,1478,2,7,5,40.12,0,1,0,0,0,1,0,0,1
77.0631472,28.4681891,2000,1,1,0,0,4,3.9,2,1365,2,1,13,40.92,1,0,0,1,0,0,1,0,0
77.063143,28.468337,1400,1,0,0,0,3,3.5,2,134,2,7,4,37.23,0,1,0,0,1,0,1,0,0
77.0635969,28.4686806,550,0,1,0,0,2,3.8,2,966,2,5,13,45.19,1,0,0,0,1,0,1,0,0
77.0626975,28.4682354,1500,1,1,0,0,3,3.5,2,429,2,3,7,37.46,1,0,0,1,0,0,1,0,0
77.0632194,28.4682247,700,0,0,0,0,2,3.6,2,146,2,7,14,48.54,0,1,0,1,0,0,1,0,0
77.0678878,28.4685801,500,0,0,0,0,2,3.7,2,241,2,9,15,65.47,0,1,0,0,1,0,0,1,0
77.063417,28.4683943,1500,1,0,0,0,3,3.5,2,853,2,7,21,60.92,0,1,0,0,1,0,1,0,0
77.0638106,28.4673849,1600,1,0,0,0,3,3.6,2,254,2,5,2,35.26,1,0,0,1,0,0,1,0,0
77.0640466,28.4673792,1500,1,0,0,0,3,3.8,2,1317,2,8,20,59.44,1,0,0,0,0,1,1,0,0
77.0632371,28.4682874,500,0,1,0,0,2,3.5,2,187,2,6,24,71.56,0,1,1,0,0,0,1,0,0
77.0644064,28.4679517,1500,1,0,0,0,3,3.9,2,401,2,2,18,46.79,1,0,0,0,1,0,1,0,0
77.0624277,28.4691956,1500,1,1,0,0,3,3.6,2,302,2,4,23,69.2,1,0,1,0,0,0,1,0,0
77.0712417,28.472016,1800,1,1,0,0,3,3.9,2,297,2,8,17,58.34,1,0,0,1,0,0,1,0,0
77.0633627,28.4695542,1200,1,0,0,0,3,3.9,2,280,2,3,9,37.9,0,1,0,0,0,1,1,0,0
77.0632371,28.468377,700,0,0,0,0,2,3.7,2,269,1,2,12,43.76,1,0,1,0,0,0,1,0,0
77.0628774,28.4696871,1500,1,0,0,0,3,3.6,2,289,2,8,2,40.55,1,0,0,0,0,1,1,0,0
77.0641949,28.467777,2000,1,0,0,0,4,3.9,2,96,2,2,13,51.45,1,0,1,0,0,0,1,0,0
77.0624025,28.4691552,1400,1,0,0,0,3,4.0,5,322,2,9,6,45.37,1,0,0,0,1,0,1,0,0
77.0642265,28.4679344,1600,1,0,0,0,3,4.4,5,391,2,1,18,45.34,1,0,0,0,1,0,1,0,0
77.063417,28.4681254,2100,0,0,0,0,4,4.1,5,569,2,2,16,45.44,1,0,0,0,1,0,1,0,0
77.0642265,28.4679344,1500,0,0,0,0,3,4.1,5,105,2,6,12,47.0,0,1,0,0,1,0,1,0,0
77.0631922,28.4683279,1800,0,0,0,0,3,4.4,5,3569,2,3,19,62.6,1,0,1,0,0,0,1,0,0
77.0671046,28.471349,400,0,0,0,0,1,4.1,5,208,2,6,14,58.79,0,1,1,0,0,0,1,0,0
77.0625436,28.4685726,2500,1,1,0,0,4,4.2,5,327,2,9,10,57.66,1,0,1,0,0,0,1,0,0
77.0716014,28.4723195,1200,1,1,0,0,3,4.0,5,226,2,4,3,36.37,1,0,0,1,0,0,1,0,0
77.0641366,28.4676568,1600,1,1,0,0,3,4.1,5,875,2,5,13,49.55,1,0,0,0,0,1,1,0,0
77.0642265,28.4679344,1500,1,0,0,0,3,4.2,5,1809,2,3,20,49.57,1,0,0,0,0,1,1,0,0
77.064243,28.4640533,3300,0,0,0,0,4,4.3,5,56,2,4,2,44.64,1,0,1,0,0,0,1,0,0
77.0715571,28.4621449,1250,1,0,0,0,3,4.4,5,166,2,9,18,71.35,1,0,1,0,0,0,1,0,0
77.0627425,28.4681949,1200,1,0,0,0,3,4.4,5,146,2,9,6,42.56,1,0,0,1,0,0,1,0,0
77.0553395,28.4598737,650,0,1,0,0,2,3.8,2,99,2,6,7,52.92,1,0,1,0,0,0,1,0,0
77.0521813,28.4606832,1850,1,0,0,0,3,4.0,5,242,2,5,13,55.34,1,0,1,0,0,0,1,0,0
77.0568391,28.4489745,500,0,0,0,0,2,3.1,0,11,2,9,22,61.35,0,1,0,1,0,0,1,0,0
77.0510698,28.4534927,450,0,0,0,0,1,2.7,0,73,2,2,7,35.38,1,0,0,0,0,1,1,0,0
77.0509079,28.4529876,300,0,0,0,0,1,2.7,0,7,2,5,15,49.15,1,0,0,1,0,0,1,0,0
77.0504568,28.4532365,450,0,0,0,0,1,3.1,0,23,1,4,15,51.64,1,0,1,0,0,0,1,0,0
77.0511154,28.453487,250,0,1,0,0,1,3.2,0,23,2,3,21,53.36,1,0,0,0,0,1,1,0,0
77.0446703,28.4457809,200,0,0,0,0,1,3.2,0,7,2,8,18,55.58,1,0,0,0,1,0,1,0,0
77.0549336,28.4645465,200,0,1,0,0,1,2.9,0,10,2,7,3,39.65,0,1,0,0,0,1,1,0,0
77.0514542,28.4515538,850,0,0,0,0,2,2.9,0,5,2,3,8,39.29,0,1,0,1,0,0,1,0,0
77.057398,28.4491214,500,0,1,0,0,2,3.1,0,34,2,4,20,66.91,0,1,1,0,0,0,1,0,0
77.0505547,28.4529016,200,0,0,0,0,1,3.1,0,7,2,7,9,43.44,1,0,0,0,1,0,1,0,0
77.0510504,28.4534826,150,0,1,0,0,1,3.1,0,5,2,6,4,37.03,1,0,0,0,0,1,1,0,0
77.0512923,28.4538134,350,0,0,0,0,1,3.1,0,14,2,6,1,32.89,0,1,0,0,1,0,1,0,0
77.0558828,28.4549152,500,0,0,0,0,2,2.9,0,7,2,5,4,40.93,1,0,0,1,0,0,0,1,0
77.0506317,28.4527412,250,0,0,0,0,1,3.3,0,8,2,9,8,48.36,0,1,0,0,0,1,1,0,0
77.04479218,28.45232201,600,0,1,0,0,2,3.0,0,8,2,6,3,45.38,1,0,0,1,0,0,0,1,0
77.051332,28.4540489,500,0,0,0,0,2,2.7,0,7,2,3,22,55.37,1,0,0,0,0,1,1,0,0
0.0,0.0,350,0,0,0,0,1,3.1,0,9,2,3,21,54.46,0,1,0,0,1,0,1,0,0
77.0509743,28.4535417,450,0,0,0,0,1,2.5,0,52,2,1,20,51.42,1,0,0,0,1,0,0,0,1
77.0569404,28.4490081,300,0,0,0,0,1,3.2,0,39,2,4,20,54.75,1,0,0,0,1,0,1,0,0
77.050958,28.4534895,400,0,0,0,0,1,2.9,0,9,2,3,5,42.44,0,1,1,0,0,0,1,0,0
77.0510225,28.4530419,500,0,1,0,0,2,2.8,0,73,2,3,3,31.65,0,1,0,0,1,0,1,0,0
77.0587634,28.4344744,500,0,1,0,0,2,4.5,1,76,2,3,19,49.45,0,1,0,1,0,0,1,0,0
77.0509348,28.4529609,600,0,1,0,0,2,3.6,2,183,2,8,21,62.0,1,0,0,0,1,0,1,0,0
77.0448616,28.4457489,250,0,1,0,0,1,3.8,2,142,2,1,12,50.88,1,0,1,0,0,0,1,0,0
77.0502902,28.4530361,650,1,1,0,0,2,3.5,2,22,2,8,14,53.47,1,0,0,0,0,1,1,0,0
77.055519,28.455681,600,0,1,0,0,2,3.9,2,144,2,8,18,67.48,1,0,1,0,0,0,1,0,0
77.050482,28.4528201,500,0,1,0,0,2,3.5,2,486,2,6,4,36.68,0,1,0,0,0,1,1,0,0
77.0511135,28.453446,400,0,1,0,0,1,3.9,2,104,2,1,9,36.84,1,0,0,0,0,1,1,0,0
77.0507229,28.4530322,400,0,1,0,0,1,3.5,2,136,2,5,12,45.61,1,0,0,0,0,1,1,0,0
77.0572815,28.4492369,350,0,0,0,0,1,0.0,3,3,2,3,16,47.52,0,1,0,1,0,0,1,0,0
77.0566033,28.4493778,300,0,0,0,0,1,0.0,3,1,2,2,14,43.42,1,0,0,0,0,1,1,0,0
77.051106,28.4537774,600,0,0,0,0,2,0.0,3,0,2,1,22,52.46,1,0,0,1,0,0,0,0,1
77.059453,28.444784,600,0,0,0,0,2,0.0,3,0,2,7,19,54.37,0,1,0,1,0,0,1,0,0
77.0571362,28.4497559,350,0,1,0,0,1,2.4,4,13,2,3,16,48.82,1,0,0,1,0,0,1,0,0
77.0505305,28.4528047,800,1,1,0,0,2,4.0,5,530,2,5,15,49.57,1,0,0,0,1,0,1,0,0
77.03975882,28.4444788,500,0,0,0,0,2,3.0,0,6,2,5,20,56.82,1,0,0,1,0,0,1,0,0
77.04963807,28.45321428,150,0,0,0,0,1,3.0,0,5,2,2,7,47.54,1,0,1,0,0,0,1,0,0
77.0463325,28.4393846,500,0,0,0,0,2,0.0,3,0,2,6,18,56.72,1,0,0,0,0,1,1,0,0
77.0452895,28.4392847,900,0,0,0,0,2,0.0,3,0,2,7,6,51.02,1,0,1,0,0,0,1,0,0
77.0573908,28.4495255,150,0,0,0,0,1,0.0,3,3,2,9,9,50.98,1,0,0,0,1,0,1,0,0
77.01766379,28.46721998,300,0,0,0,0,1,0.0,3,0,2,7,6,38.91,1,0,0,0,1,0,1,0,0
77.044871,28.4457028,200,0,0,0,0,1,0.0,3,0,2,8,17,65.07,1,0,1,0,0,0,1,0,0
77.0450676,28.4394628,700,0,0,0,0,2,0.0,3,0,2,3,2,40.35,1,0,1,0,0,0,1,0,0
0.0,0.0,250,0,0,0,0,1,0.0,3,0,2,2,19,47.24,1,0,0,0,0,1,1,0,0
77.04079684,28.43954754,600,0,0,0,0,2,0.0,3,0,1,9,12,65.43,0,1,1,0,0,0,0,1,0
0.0,0.0,600,0,0,0,0,2,0.0,3,0,1,2,13,36.88,0,1,0,0,0,1,1,0,0
77.046147,28.4395668,400,0,0,0,0,1,0.0,3,2,2,8,10,47.43,0,1,0,0,0,1,1,0,0
0.0,0.0,200,0,0,0,0,1,0.0,3,0,2,4,14,45.54,1,0,0,0,0,1,1,0,0
77.0448877,28.4455421,400,0,0,0,0,1,0.0,3,0,2,8,4,38.1,0,1,0,1,0,0,1,0,0
77.0555919,28.4433453,200,0,0,0,0,1,0.0,3,1,2,6,23,60.77,1,0,0,1,0,0,1,0,0
77.0557718,28.4415695,350,0,0,0,0,1,0.0,3,0,2,4,4,36.64,1,0,0,0,0,1,1,0,0
77.04298183,28.43958321,200,0,0,0,0,1,0.0,3,0,2,1,21,47.75,1,0,0,0,0,1,1,0,0
77.0449407,28.4394492,500,0,0,0,0,2,0.0,3,0,2,8,5,47.35,0,1,0,0,0,1,0,1,0
77.04290237,28.43970173,200,0,0,0,0,1,0.0,3,0,2,6,23,69.83,1,0,1,0,0,0,1,0,0
77.0575645,28.4440456,600,0,0,0,0,2,0.0,3,0,2,5,16,50.1,0,1,0,0,1,0,1,0,0
77.0906106,28.4507062,600,0,1,0,0,2,3.0,0,174,2,5,7,38.06,0,1,0,1,0,0,1,0,0
77.0859299,28.4419061,600,0,1,0,0,2,3.2,0,11,2,9,18,61.89,1,0,0,1,0,0,1,0,0
77.0959808,28.4514497,400,0,0,0,0,1,4.1,5,176,2,8,14,72.24,1,0,1,0,0,0,0,1,0
77.0593066,28.4351572,550,0,1,0,0,2,3.4,0,64,2,8,5,40.83,1,0,0,0,1,0,1,0,0
77.0595047,28.4350181,600,0,1,0,0,2,3.2,0,41,2,5,4,35.23,1,0,0,0,1,0,1,0,0
77.0598728,28.4340212,500,0,1,0,0,2,3.2,0,24,1,8,18,50.82,0,1,0,0,0,1,1,0,0
77.0599779,28.4341404,200,0,0,0,0,1,3.2,0,10,2,4,14,56.03,1,0,1,0,0,0,1,0,0
77.0598166,28.4345074,500,0,0,0,0,2,3.2,0,18,2,6,5,39.99,0,1,0,0,1,0,1,0,0
77.0592634,28.4351263,600,0,1,0,0,2,3.3,0,59,2,8,16,67.8,1,0,1,0,0,0,1,0,0
77.0589267,28.4349266,250,0,0,0,0,1,2.9,0,28,2,2,1,29.28,0,1,0,0,1,0,1,0,0
77.0587691,28.4345889,600,0,0,0,0,2,3.3,0,74,2,9,12,54.41,0,1,0,1,0,0,1,0,0
77.0586849,28.4347324,500,0,1,0,0,2,2.8,0,14,2,1,20,58.98,1,0,1,0,0,0,1,0,0
77.0591044,28.4349952,300,0,1,0,0,1,3.2,0,50,2,3,12,61.73,1,0,1,0,0,0,0,1,0
77.0593696,28.4342048,700,0,0,0,0,2,3.1,0,11,2,8,18,65.61,0,1,0,0,1,0,0,1,0
77.0593546,28.4447042,200,0,0,0,0,1,3.2,0,10,2,8,15,54.43,1,0,0,0,1,0,0,0,1
77.0593757,28.4352128,500,0,1,0,0,2,3.2,0,88,2,7,16,53.67,1,0,0,0,0,1,1,0,0
77.0724033,28.4471752,650,0,1,0,0,2,3.7,2,427,2,3,24,63.97,0,1,0,0,1,0,0,1,0
0.0,0.0,200,0,0,0,0,1,0.0,3,0,2,5,16,62.35,1,0,1,0,0,0,1,0,0
77.0717172,28.4418059,350,0,0,0,0,1,0.0,3,3,2,1,5,30.22,0,1,0,0,1,0,1,0,0
77.0597723,28.4344647,300,0,0,0,0,1,0.0,3,1,2,5,13,47.62,1,0,0,0,0,1,1,0,0
0.0,0.0,300,0,0,0,0,1,0.0,3,3,2,6,8,39.88,1,0,0,1,0,0,1,0,0
77.0732567,28.4472195,250,0,0,0,0,1,0.0,3,0,2,4,16,56.42,1,0,1,0,0,0,1,0,0
77.0594005,28.4446522,200,0,0,0,0,1,0.0,3,0,2,3,16,49.02,1,0,0,1,0,0,1,0,0
77.0591711,28.4346562,250,0,0,0,0,1,0.0,3,0,2,8,6,41.6,1,0,0,0,0,1,1,0,0
77.059536,28.4446824,400,0,0,0,0,1,0.0,3,1,2,2,11,45.36,1,0,0,0,0,1,0,1,0
77.0679502,28.4513687,300,0,0,0,0,1,0.0,3,0,2,8,17,63.32,1,0,0,1,0,0,0,1,0
77.0595633,28.4346657,100,0,0,0,0,1,0.0,3,1,2,4,2,35.11,1,0,0,0,0,1,1,0,0
77.059245,28.4444633,200,0,0,0,0,1,0.0,3,0,2,3,11,60.91,1,0,1,0,0,0,0,1,0
77.0598983,28.4439045,150,0,0,0,0,1,0.0,3,1,2,3,9,40.15,0,1,0,0,0,1,1,0,0
77.0740245,28.4471412,400,0,0,0,0,1,0.0,3,0,2,7,18,56.73,1,0,0,0,0,1,1,0,0
77.0735754,28.4479605,250,0,0,0,0,1,0.0,3,0,2,4,0,27.39,1,0,0,0,1,0,1,0,0
0.0,0.0,300,0,0,0,0,1,0.0,3,1,2,4,9,48.65,1,0,1,0,0,0,1,0,0
77.0735393,28.447879,350,0,0,0,0,1,0.0,3,0,2,2,12,41.32,1,0,0,0,0,1,1,0,0
77.0596229,28.4448577,700,0,1,0,0,2,2.4,4,92,2,9,13,53.22,1,0,0,0,1,0,1,0,0
77.0205232,28.4802841,300,0,0,0,0,1,2.8,0,16,2,2,15,52.74,1,0,1,0,0,0,1,0,0
77.0710139,28.4477683,800,0,0,0,0,2,3.3,0,17,2,5,17,48.91,1,0,0,0,0,1,1,0,0
77.0689933,28.434682,400,0,0,0,0,1,0.0,3,3,2,2,15,57.69,1,0,1,0,0,0,1,0,0
77.0887235,28.4317225,350,0,0,0,0,1,0.0,3,0,2,4,22,56.5,1,0,0,1,0,0,1,0,0
77.1011865,28.4454847,1600,1,1,0,0,3,3.9,2,233,2,4,20,54.15,1,0,0,0,0,1,1,0,0
77.1042435,28.4372591,500,0,1,0,0,2,2.4,4,20,2,9,22,63.09,1,0,0,1,0,0,1,0,0
0.0,0.0,600,0,0,0,0,2,3.2,0,6,2,5,0,29.23,0,1,0,0,1,0,1,0,0
77.110596,28.424109,300,0,1,0,0,1,3.0,0,6,2,6,11,47.55,1,0,0,1,0,0,1,0,0
0.0,0.0,120,0,0,0,0,1,3.1,0,6,2,5,12,47.84,1,0,0,1,0,0,1,0,0
77.0991634,28.4251591,400,0,1,0,0,1,3.3,0,15,2,8,24,76.61,1,0,1,0,0,0,1,0,0
77.093894,28.420766,600,0,1,0,0,2,3.1,0,4,2,4,7,36.15,1,0,0,1,0,0,1,0,0
77.09959824,28.42517935,100,0,0,0,0,1,3.0,0,4,2,7,13,61.54,0,1,1,0,0,0,1,0,0
77.1019507,28.4213907,600,0,0,0,0,2,2.7,0,20,2,7,21,57.11,1,0,0,0,1,0,1,0,0
77.1018657,28.4211708,600,0,0,0,0,2,3.0,0,18,2,7,12,66.71,1,0,1,0,0,0,0,1,0
77.1362757,28.4362232,600,0,1,0,0,2,3.2,0,18,2,1,11,41.44,1,0,0,0,1,0,1,0,0
0.0,0.0,300,0,0,0,0,1,3.0,0,6,2,5,24,62.95,1,0,0,1,0,0,1,0,0
77.1000368,28.4255681,300,0,0,0,0,1,3.2,0,7,2,2,16,46.31,0,1,0,0,0,1,1,0,0
77.0982526,28.4273124,300,0,0,0,0,1,3.3,0,14,2,2,5,42.82,1,0,1,0,0,0,1,0,0
77.0992983,28.4250375,350,0,0,0,0,1,2.9,0,4,2,8,18,60.35,1,0,0,1,0,0,1,0,0
77.1017259,28.421414,500,0,0,0,0,2,3.2,0,48,2,7,11,48.18,1,0,0,1,0,0,1,0,0
77.1349572,28.434589,700,0,1,0,0,2,3.1,0,9,2,9,0,40.42,0,1,0,0,0,1,1,0,0
77.09929749,28.42516814,600,0,0,0,0,2,2.9,0,5,2,1,4,31.71,1,0,0,0,0,1,1,0,0
77.09992748,28.42894133,500,0,0,0,0,2,3.0,0,33,2,9,9,51.06,1,0,0,0,1,0,1,0,0
77.0992973,28.4252326,200,0,0,0,0,1,3.0,0,4,2,1,2,29.5,1,0,0,1,0,0,1,0,0
77.1001525,28.4283926,650,0,1,0,0,2,3.1,0,37,2,7,24,62.22,1,0,0,1,0,0,1,0,0
77.1000683,28.4285248,600,0,1,0,0,2,2.6,0,17,2,2,5,44.41,1,0,1,0,0,0,1,0,0
77.0961512,28.4180994,750,1,0,0,0,2,2.9,0,8,2,4,7,56.57,1,0,1,0,0,0,0,1,0
77.0993188,28.4250399,500,0,1,1,0,2,2.8,0,5,2,5,22,58.79,0,1,0,1,0,0,1,0,0
77.0994718,28.4253531,150,0,0,0,0,1,3.0,0,6,2,8,20,61.38,1,0,0,0,1,0,1,0,0
77.10009377,28.42846486,500,0,0,0,0,2,3.6,2,47,2,5,22,59.61,1,0,0,0,0,1,1,0,0
0.0,0.0,400,0,0,0,0,1,3.8,2,46,2,6,9,40.96,0,1,0,1,0,0,0,0,1
77.112886,28.413665,350,0,1,0,0,1,3.9,2,37,2,4,2,41.88,0,1,0,0,0,1,0,1,0
77.1000307,28.4286826,800,0,1,0,0,2,3.5,2,46,2,9,9,55.67,1,0,1,0,0,0,1,0,0
77.099865,28.4252571,150,0,0,0,0,1,0.0,3,0,2,7,16,54.27,1,0,0,0,0,1,1,0,0
77.0992983,28.4250375,100,0,0,0,0,1,0.0,3,0,2,7,11,45.77,0,1,0,0,1,0,1,0,0
77.1340452,28.43675,650,0,0,0,0,2,0.0,3,0,1,5,9,35.24,1,0,0,0,0,1,1,0,0
77.0893173,28.4316128,300,0,0,0,0,1,0.0,3,1,2,5,15,48.0,0,1,0,1,0,0,1,0,0
0.0,0.0,350,0,0,0,0,1,0.0,3,0,2,6,24,59.0,1,0,0,1,0,0,1,0,0
77.134902,28.4345776,400,0,0,0,0,1,0.0,3,1,2,7,6,48.83,1,0,0,0,1,0,0,1,0
77.100181,28.4287959,600,0,0,0,0,2,0.0,3,1,2,6,2,32.65,1,0,0,0,0,1,1,0,0
77.1096659,28.4271903,600,0,0,0,0,2,0.0,3,1,2,6,9,53.71,1,0,1,0,0,0,1,0,0
77.099568,28.4254221,200,0,0,0,0,1,0.0,3,0,2,1,24,52.01,1,0,0,0,1,0,1,0,0
0.0,0.0,350,0,0,0,0,1,0.0,3,0,2,7,17,62.02,1,0,1,0,0,0,1,0,0
0.0,0.0,300,0,0,0,0,1,0.0,3,0,2,4,0,31.86,0,1,0,0,0,1,1,0,0
0.0,0.0,200,0,0,0,0,1,0.0,3,0,2,6,20,56.34,0,1,0,0,0,1,1,0,0
77.09921435,28.42471111,100,0,0,0,0,1,0.0,3,0,2,3,19,48.9,0,1,0,0,0,1,1,0,0
77.10003416,28.42890893,200,0,0,0,0,1,0.0,3,0,2,9,16,61.4,1,0,0,0,0,1,0,1,0
77.0999277,28.4256359,150,0,0,0,0,1,0.0,3,0,2,6,20,68.93,1,0,1,0,0,0,0,0,1
77.1420001,28.429125,300,0,0,0,0,1,0.0,3,0,2,2,15,47.16,1,0,0,0,0,1,1,0,0
77.104693,28.4221468,500,0,0,0,0,2,0.0,3,0,2,8,15,56.48,1,0,0,0,1,0,1,0,0
77.1529576,28.4319337,300,0,0,0,0,1,0.0,3,3,2,9,13,53.69,1,0,0,0,1,0,1,0,0
77.0990285,28.425191,150,0,0,0,0,1,0.0,3,0,2,8,12,49.43,1,0,0,0,1,0,1,0,0
77.1072554,28.4298806,150,0,0,0,0,1,0.0,3,2,2,6,5,41.79,1,0,0,0,0,1,1,0,0
77.0997478,28.4253496,400,0,0,0,0,1,0.0,3,0,2,6,15,52.95,1,0,0,0,1,0,1,0,0
77.1345396,28.436573,500,0,0,0,0,2,0.0,3,0,2,5,11,41.93,0,1,0,1,0,0,1,0,0
77.0998491,28.425268,400,0,0,0,0,1,0.0,3,0,2,1,21,50.95,1,0,0,1,0,0,1,0,0
0.0,0.0,200,0,0,0,0,1,0.0,3,1,2,4,21,56.64,1,0,0,1,0,0,1,0,0
77.0921967,28.430031,800,0,0,0,0,2,2.2,4,66,2,3,20,52.38,1,0,0,0,1,0,1,0,0
77.0990285,28.4249219,400,0,1,0,0,1,2.2,4,46,2,4,12,44.55,1,0,0,1,0,0,1,0,0
77.0992084,28.4251185,650,0,0,0,0,2,2.4,4,52,2,4,24,77.39,1,0,1,0,0,0,0,1,0
77.080462,28.4297813,300,0,1,1,0,1,3.2,0,12,2,4,20,64.7,1,0,1,0,0,0,1,0,0
77.0904414,28.4217218,600,0,1,0,0,2,2.8,0,106,2,7,12,61.28,1,0,1,0,0,0,1,0,0
77.0176107,28.467311,500,0,0,0,0,2,3.3,0,22,2,4,23,66.6,0,1,0,0,1,0,0,1,0
77.017531,28.4672588,300,0,0,0,0,1,3.4,0,94,2,8,9,55.62,1,0,1,0,0,0,1,0,0
77.0190993,28.4707962,600,0,1,0,0,2,2.6,0,16,2,3,18,60.8,0,1,1,0,0,0,1,0,0
77.0184147,28.4726717,200,0,1,0,0,1,2.8,0,11,2,6,2,37.24,1,0,0,1,0,0,1,0,0
77.0155627,28.4651285,350,0,0,0,0,1,3.2,0,16,2,7,23,64.28,1,0,0,0,0,1,1,0,0
77.0143446,28.4700416,450,0,1,0,0,1,3.2,0,32,2,4,20,63.0,1,0,1,0,0,0,1,0,0
77.0148921,28.4648232,200,0,0,0,0,1,3.1,0,27,2,4,16,58.94,1,0,1,0,0,0,0,0,1
77.0162592,28.4681375,550,0,1,0,0,2,3.7,2,45,2,3,8,47.02,0,1,0,0,1,0,0,1,0
77.0170336,28.4677392,800,0,1,0,0,2,3.5,2,148,2,6,7,47.66,1,0,0,0,1,0,0,1,0
77.0175244,28.4663672,150,0,0,0,0,1,3.6,2,20,2,1,18,49.12,0,1,0,1,0,0,1,0,0
77.022728,28.455974,350,0,1,0,0,1,3.2,0,13,2,9,23,64.46,1,0,0,0,0,1,1,0,0
77.0236993,28.4525161,200,0,0,0,0,1,2.8,0,7,2,8,4,39.57,1,0,0,0,1,0,1,0,0
77.0213621,28.4591855,250,0,0,0,0,1,0.0,3,3,2,6,22,60.2,0,1,0,0,1,0,0,0,1
77.0998689,28.4658365,250,0,0,0,0,1,3.4,0,37,2,7,8,43.04,1,0,0,0,1,0,1,0,0
77.0997223,28.4656305,700,0,1,0,0,2,3.3,0,64,2,9,2,52.89,1,0,1,0,0,0,1,0,0
77.1000176,28.465995,100,0,0,0,0,1,3.2,0,16,2,6,18,53.04,0,1,0,1,0,0,1,0,0
77.0993432,28.4658854,450,0,0,0,0,1,2.7,0,28,2,6,18,55.77,1,0,0,0,1,0,1,0,0
77.0987074,28.4662158,200,0,0,0,0,1,3.6,2,28,2,9,3,52.11,0,1,1,0,0,0,1,0,0
77.0992642,28.4661404,650,0,0,0,0,2,4.0,5,398,2,4,16,46.89,1,0,0,1,0,0,1,0,0
77.0947125,28.4810852,400,0,0,0,0,1,0.0,3,0,2,5,7,37.2,1,0,0,0,0,1,1,0,0
77.095457,28.482671,300,0,0,0,0,1,0.0,3,0,2,8,18,69.95,1,0,1,0,0,0,1,0,0
77.0954737,28.4828791,200,0,1,0,0,1,0.0,3,0,2,4,11,54.66,1,0,1,0,0,0,1,0,0
77.0967623,28.4834802,300,0,0,0,0,1,0.0,3,0,2,6,17,61.01,1,0,0,0,0,1,0,1,0
77.03890722,28.42447847,500,0,1,0,0,2,3.4,0,190,2,2,22,50.81,1,0,0,0,1,0,1,0,0
77.089166,28.433455,1000,0,1,1,0,3,2.5,0,65,2,6,4,38.76,0,1,0,0,1,0,1,0,0
77.0447688,28.406494,400,0,1,0,0,1,3.3,0,39,2,8,14,51.4,1,0,0,0,1,0,1,0,0
77.0443061,28.4057383,200,0,1,0,0,1,3.4,0,20,2,5,3,41.01,1,0,0,0,0,1,0,1,0
77.0383803,28.4183524,500,0,0,0,0,2,3.3,0,17,2,6,0,32.27,0,1,0,0,1,0,1,0,0
77.0430886,28.4118349,400,0,1,0,0,1,3.2,0,21,2,3,24,57.06,1,0,0,0,1,0,0,0,1
77.0447626,28.4064865,550,0,1,0,0,2,3.3,0,175,2,8,1,44.71,1,0,1,0,0,0,1,0,0
77.0392204,28.4249125,600,0,1,0,0,2,3.4,0,138,2,9,9,55.33,1,0,1,0,0,0,1,0,0
77.0276151,28.4579514,150,0,0,0,0,1,3.4,0,20,2,1,16,51.57,0,1,0,0,0,1,0,1,0
77.04253683,28.41240966,600,0,1,0,0,2,3.4,0,51,2,4,17,58.95,0,1,0,1,0,0,0,1,0
77.0381858,28.4268302,1000,1,1,0,0,3,3.2,0,32,2,8,1,48.18,1,0,1,0,0,0,1,0,0
77.0451575,28.4025286,750,1,0,0,0,2,3.1,0,57,2,2,16,45.32,0,1,0,0,0,1,1,0,0
77.042691,28.4118643,300,0,0,0,0,1,3.4,0,54,2,4,12,45.42,1,0,0,1,0,0,1,0,0
77.0403449,28.4157403,400,0,0,0,0,1,2.9,0,41,2,5,13,59.67,1,0,1,0,0,0,1,0,0
77.0383658,28.4209297,600,0,1,0,0,2,2.5,0,188,2,3,18,48.8,0,1,0,1,0,0,1,0,0
77.0417392,28.4116153,400,0,0,0,0,1,3.1,0,68,2,3,24,57.05,1,0,0,0,0,1,1,0,0
77.0409296,28.411627,400,0,0,0,0,1,2.6,0,30,2,5,12,44.23,1,0,0,1,0,0,1,0,0
77.0382435,28.4184165,500,0,1,0,0,2,2.9,0,58,2,7,7,52.39,1,0,1,0,0,0,1,0,0
77.0444681,28.4058183,500,0,1,0,0,2,2.9,0,101,2,8,1,35.49,0,1,0,1,0,0,1,0,0
77.0484858,28.4117267,800,0,0,0,0,2,3.3,0,16,2,5,7,50.32,1,0,1,0,0,0,1,0,0
77.0322081,28.4256547,500,0,1,0,0,2,2.8,0,22,1,2,15,37.05,0,1,0,1,0,0,1,0,0
